filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
pannel4.png,3321251,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1084,""cy"":860,""r"":65.92}","{""name"":""dc power"",""type"":""dc power""}"
pannel5.png,3285022,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":674,""y"":763,""width"":194,""height"":178}","{""name"":""usb"",""type"":""usb""}"
pannel5.png,3285022,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1197,""cy"":437,""r"":77}","{""name"":""aux"",""type"":""aux""}"
pannel5.png,3285022,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1091,""cy"":844,""r"":69}","{""name"":""dc power"",""type"":""dc power""}"
pannel6.png,3240527,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":666,""y"":774,""width"":201,""height"":159}","{""name"":""usb"",""type"":""usb""}"
pannel6.png,3240527,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1188,""cy"":437,""r"":86}","{""name"":""aux"",""type"":""aux""}"
pannel6.png,3240527,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1103,""cy"":848,""r"":64}","{""name"":""dc power"",""type"":""dc power""}"
pannel7.png,3239042,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1192,""cy"":433,""r"":85}","{""name"":""aux"",""type"":""aux""}"
pannel7.png,3239042,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1096,""cy"":844,""r"":71}","{""name"":""dc power"",""type"":""dc power""}"
pannel7.png,3239042,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":666,""y"":759,""width"":205,""height"":182}","{""name"":""usb"",""type"":""usb""}"
pannel8.png,3262462,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":674,""y"":770,""width"":190,""height"":151}","{""name"":""usb"",""type"":""usb""}"
pannel8.png,3262462,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1189,""cy"":433,""r"":88}","{""name"":""aux"",""type"":""aux""}"
pannel8.png,3262462,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1095,""cy"":851,""r"":69}","{""name"":""dc power"",""type"":""dc power""}"
pannel9.png,3259293,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1192,""cy"":433,""r"":94}","{""name"":""aux"",""type"":""aux""}"
pannel9.png,3259293,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1088,""cy"":852,""r"":63.015}","{""name"":""dc power"",""type"":""dc power""}"
pannel9.png,3259293,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":674,""y"":770,""width"":190,""height"":155}","{""name"":""usb"",""type"":""usb""}"
pannel10.png,3151575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":681,""y"":774,""width"":190,""height"":151}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel10.png,3151575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1189,""cy"":437,""r"":87.761}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel10.png,3151575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1084,""cy"":851,""r"":74}","{""name"":""dc power"",""type"":""dc power""}"
pannel11.png,3097245,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1193,""cy"":445,""r"":92}","{""name"":""aux"",""type"":""aux""}"
pannel11.png,3097245,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1069,""cy"":860,""r"":68}","{""name"":""dc power"",""type"":""dc power""}"
pannel11.png,3097245,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":677,""y"":766,""width"":197,""height"":166}","{""name"":""usb"",""type"":""usb""}"
pannel12.png,3149863,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":674,""y"":759,""width"":190,""height"":163}","{""name"":""usb"",""type"":""usb""}"
pannel12.png,3149863,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1188,""cy"":441,""r"":82.298}","{""name"":""aux"",""type"":""aux""}"
pannel12.png,3149863,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1095,""cy"":844,""r"":60}","{""name"":""dc power"",""type"":""dc power""}"
pannel13.png,3075082,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":693,""y"":766,""width"":178,""height"":170}","{""name"":""usb"",""type"":""usb""}"
pannel13.png,3075082,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1193,""cy"":441,""r"":87}","{""name"":""aux"",""type"":""aux""}"
pannel13.png,3075082,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1092,""cy"":851,""r"":77}","{""name"":""dc power"",""type"":""dc power""}"
pannel14.png,3243868,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1196,""cy"":438,""r"":77.128}","{""name"":""aux"",""type"":""aux""}"
pannel14.png,3243868,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1088,""cy"":848,""r"":69}","{""name"":""dc power"",""type"":""dc power""}"
pannel14.png,3243868,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":689,""y"":782,""width"":178,""height"":139}","{""name"":""usb"",""type"":""usb""}"
pannel15.png,3330991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":670,""y"":763,""width"":209,""height"":182}","{""name"":""usb"",""type"":""usb""}"
pannel15.png,3330991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1188,""cy"":441,""r"":82}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel15.png,3330991,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1091,""cy"":863,""r"":64.426}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel16.png,3243043,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":670,""y"":770,""width"":194,""height"":159}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel16.png,3243043,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1192,""cy"":446,""r"":82}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel16.png,3243043,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1084,""cy"":855,""r"":66}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel17.png,3243048,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1192,""cy"":449,""r"":73}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel17.png,3243048,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1095,""cy"":856,""r"":76}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel17.png,3243048,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":670,""y"":770,""width"":197,""height"":163}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel18.png,3256254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":670,""y"":770,""width"":197,""height"":159}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel18.png,3256254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1189,""cy"":441,""r"":88}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel18.png,3256254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1087,""cy"":855,""r"":66.599}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel19.png,3241222,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1181,""cy"":441,""r"":85}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel19.png,3241222,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1084,""cy"":852,""r"":58}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel19.png,3241222,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":670,""y"":778,""width"":197,""height"":151}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel20.png,3299758,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":662,""y"":774,""width"":205,""height"":147}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel20.png,3299758,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1188,""cy"":441,""r"":69.785}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel20.png,3299758,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1088,""cy"":855,""r"":68.921}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel21.png,3829274,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":894,""y"":550,""width"":170,""height"":139}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel21.png,3829274,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1297,""cy"":209,""r"":68}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel21.png,3829274,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1220,""cy"":565,""r"":47}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel22.png,3746657,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":883,""y"":542,""width"":182,""height"":163}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel22.png,3746657,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1227,""cy"":557,""r"":56}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel22.png,3746657,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1297,""cy"":213,""r"":63.015}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel23.png,3399500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":886,""y"":546,""width"":178,""height"":170}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel23.png,3399500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1219,""cy"":577,""r"":70}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel23.png,3399500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1304,""cy"":213,""r"":74}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel24.png,3382734,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":890,""y"":550,""width"":174,""height"":159}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel24.png,3382734,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1298,""cy"":224,""r"":79}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel24.png,3382734,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1219,""cy"":565,""r"":60}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel25.png,3350837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":879,""y"":538,""width"":182,""height"":170}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel25.png,3350837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1224,""cy"":577,""r"":66}","{""name"":""dc power"",""type"":""unknown"",""image_quality"":undefined}"
pannel25.png,3350837,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1308,""cy"":213,""r"":77}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel26.png,3380479,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":886,""y"":554,""width"":178,""height"":159}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel26.png,3380479,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1227,""cy"":572,""r"":54}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel26.png,3380479,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1305,""cy"":213,""r"":57}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel27.png,3384359,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1305,""cy"":209,""r"":69}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel27.png,3384359,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1223,""cy"":565,""r"":66}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel27.png,3384359,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":890,""y"":546,""width"":186,""height"":159}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel28.png,3411435,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":875,""y"":550,""width"":182,""height"":155}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel28.png,3411435,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1211,""cy"":565,""r"":56}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel28.png,3411435,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1304,""cy"":205,""r"":64}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel29.png,3596561,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1297,""cy"":205,""r"":80}","{""name"":""AUX"",""type"":""aux"",""image_quality"":undefined}"
pannel29.png,3596561,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1215,""cy"":576,""r"":59}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel29.png,3596561,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":874,""y"":553,""width"":166,""height"":139}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel30.png,3703207,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":895,""y"":565,""width"":139,""height"":124}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel30.png,3703207,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1304,""cy"":217,""r"":63}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel30.png,3703207,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1200,""cy"":565,""r"":52}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel31.png,3811061,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":886,""y"":550,""width"":170,""height"":163}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel31.png,3811061,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1223,""cy"":561,""r"":61}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel31.png,3811061,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1293,""cy"":213,""r"":67}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel32.png,3783681,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":886,""y"":554,""width"":159,""height"":147}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel32.png,3783681,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1227,""cy"":561,""r"":61}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel32.png,3783681,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1293,""cy"":205,""r"":75}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel33.png,3734343,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1293,""cy"":209,""r"":76}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel33.png,3734343,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1208,""cy"":573,""r"":53}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel33.png,3734343,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":883,""y"":550,""width"":166,""height"":143}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel34.png,3476426,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":875,""y"":561,""width"":178,""height"":155}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel34.png,3476426,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1227,""cy"":585,""r"":60}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel34.png,3476426,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1300,""cy"":217,""r"":81}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel35.png,2995354,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1432,""cy"":372,""r"":91}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel35.png,2995354,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1305,""cy"":840,""r"":75}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel35.png,2995354,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":1018,""y"":643,""width"":124,""height"":209}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel36.png,3018574,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":1010,""y"":643,""width"":132,""height"":225}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel36.png,3018574,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1308,""cy"":832,""r"":77}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel36.png,3018574,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":1429,""cy"":375,""r"":82.116}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel37.png,3013037,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":1316,""cy"":836,""r"":76}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel37.png,3013037,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":1421,""cy"":379,""r"":74}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel37.png,3013037,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":1010,""y"":658,""width"":139,""height"":194}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel38.png,3366017,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":817,""y"":588,""width"":70,""height"":112}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel38.png,3366017,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":976,""cy"":692,""r"":44}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel38.png,3366017,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":994,""cy"":383,""r"":50}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel39.png,3421228,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":805,""y"":577,""width"":81,""height"":132}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel39.png,3421228,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":987,""cy"":391,""r"":47}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel39.png,3421228,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":964,""cy"":681,""r"":45}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel40.png,3428392,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":813,""y"":585,""width"":74,""height"":124}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel40.png,3428392,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":995,""cy"":387,""r"":60}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel40.png,3428392,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""circle"",""cx"":956,""cy"":689,""r"":47}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel41.png,3269404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""circle"",""cx"":991,""cy"":394,""r"":56}","{""name"":""aux"",""type"":""aux"",""image_quality"":undefined}"
pannel41.png,3269404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,1,"{""name"":""circle"",""cx"":968,""cy"":681,""r"":45}","{""name"":""dc power"",""type"":""dc power"",""image_quality"":undefined}"
pannel41.png,3269404,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,2,"{""name"":""rect"",""x"":821,""y"":577,""width"":85,""height"":143}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
pannel42.png,3376780,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",3,0,"{""name"":""rect"",""x"":813,""y"":588,""width"":77,""height"":139}","{""name"":""usb"",""type"":""usb"",""image_quality"":undefined}"
